Node1,Node2,Correlation,Score
BAX,MKI67,0.625447399,10.16793178
BCL2L11,MKI67,0.982372827,17.3604165
BCL2L11,pRAF1,-0.761698827,6.958189119
BCL2L11,pFADD,0.826758004,7.459561121
CASP6,MKI67,-0.619175499,9.162666828
CASP6,pRAF1,0.955252726,8.759751369
CASP7,MKI67,-0.630135623,9.530226679
CASP7,pRAF1,0.969805021,8.617859082
CASP9,MKI67,-0.47980008,7.269840693
CCND1,MKI67,0.598698662,9.427227075
CCND1,pRAF1,-0.93373863,8.513687687
ERBB3,MKI67,0.611111455,11.04414632
ERBB4,MKI67,0.734912114,11.01142676
HMOX1,MKI67,-0.700383845,10.8678232
HMOX1,pRAF1,0.887354316,9.259150911
MKI67,CDKN1A,-0.683113971,10.75674369
MKI67,CDKN1B,0.935969506,17.92258773
MKI67,pEIF4EBP1,0.743573731,11.70383747
MKI67,pACACA,-0.478984343,8.935386204
MKI67,pPRKAA1,-0.503683114,7.486881339
MKI67,pPRKAB1,-0.532093627,7.777878362
MKI67,pBAD,-0.669320391,10.01570619
MKI67,pBAD,0.597482137,9.175934602
MKI67,pBRAF,0.705825926,12.03475939
MKI67,pKIT,0.620907703,9.125751636
MKI67,pRAF1,-0.741069469,11.8768899
MKI67,pCREB1,-0.684191117,10.20902252
MKI67,pEGFR,-0.673192208,10.22005845
MKI67,pMAPK3,-0.690029572,10.57493087
MKI67,pFADD,0.837717701,12.64312356
MKI67,pGSK3A,-0.578886586,8.620510142
MKI67,pIGF1R,-0.493186656,7.19363445
MKI67,pMTOR,0.808569867,12.54770719
MKI67,pRPS6KB1,0.768974012,12.10982046
MKI67,pPKIA,0.753663204,11.59131988
MKI67,pPRKCA,-0.626815818,9.462440278
MKI67,pPTEN,0.706410996,11.38923976
MKI67,pRET,-0.822135072,12.06559607
MKI67,pRPS6KA3,-0.623959107,9.79004678
MKI67,pMAPK8,-0.651635241,9.60598387
MKI67,pSGK1,0.945889159,18.69723444
MKI67,pSMAD1,0.518566589,8.413280652
MKI67,pSKAP2,-0.916502048,14.87285312
MKI67,pSTAT3,-0.658449918,9.774378372
MKI67,pTSC2,-0.832993459,12.57667814
MKI67,SOX2,0.462937969,7.302431797
MKI67,BIRC5,-0.474869518,7.16831193
CDKN1A,pRAF1,0.991610432,9.433488698
CDKN1B,pRAF1,-0.723109866,8.539365463
pEIF4EBP1,pRAF1,-0.917262993,8.164993794
pACACA,pRAF1,0.628483973,9.077520479
pACACA,pCREB1,0.746217196,7.947145742
pACACA,pSTAT3,0.792285116,7.802308917
pPRKAA1,pRAF1,0.909919402,8.345449707
pBAD,pRAF1,0.933472004,8.986374939
pBAD,pFADD,0.927721514,8.148534831
pBRAF,pFADD,0.692029115,7.457031887
pRAF1,pCREB1,0.929153283,8.343002351
pRAF1,pEGFR,0.983829703,8.913630235
pRAF1,pMAPK3,0.777742821,8.709520449
pRAF1,pFADD,-0.646466591,7.116605564
pRAF1,pGSK3A,0.936362994,8.965679181
pRAF1,pMAPK14,0.76618497,6.965714861
pRAF1,pRPS6KB1,-0.901705085,8.014799521
pRAF1,pPRKCA,0.954408566,8.695467453
pRAF1,pPTEN,-0.963197929,9.478351023
pRAF1,pSRC,0.657688995,6.764066495
pRAF1,pKDR,0.824739239,7.551306404
