Node1,Node2,Correlation,Score
BAX,pEIF4EBP1,0.732266348,15.03190911
BAX,pCDC25A,0.967020794,19.83445934
BCL2L11,pEIF4EBP1,0.999289852,20.44139621
BCL2L11,pCDC25A,0.793551683,16.21931524
BCL2L11,pBRAF,0.924879011,18.78255517
BCL2L11,pFADD,0.930788158,18.81778223
BCL2L11,pRPS6KB1,0.983928857,17.98542131
BCL2L11,pAKT1S1,0.991219671,15.42936995
CASP6,ERBB4,-0.875706618,16.09359231
CASP6,pEIF4EBP1,-0.89131025,18.0175347
CASP7,pEIF4EBP1,0.908216398,18.41195598
CASP9,pEIF4EBP1,0.990802106,20.35667762
CASP9,pCDC25A,0.7251672,14.88668263
CASP9,pBRAF,0.903782118,18.43521457
CASP9,pFADD,0.928814543,15.87277954
EGFR,pEIF4EBP1,0.798456839,16.39066259
EGFR,pBRAF,0.750339968,15.29202157
ERBB2,ERBB4,-0.92149894,18.29632173
ERBB4,pEIF4EBP1,0.917010272,18.70230436
ERBB4,pBAD,0.95051694,15.81101834
ERBB4,pBAD,0.921105942,15.70372974
ERBB4,pBRAF,0.791191309,16.01930373
ERBB4,pFADD,0.86775102,17.49037818
ERBB4,pFOXO1,-0.906112246,18.01621675
ERBB4,pRPS6KB1,0.896748706,18.23276478
ERBB4,pAKT1S1,0.875931463,15.83404282
HMOX1,pEIF4EBP1,0.964791154,19.78121146
HMOX1,pBRAF,0.815610028,16.60198713
HMOX1,pFADD,0.97139521,16.24794567
MKI67,pEIF4EBP1,0.919961087,18.80533408
MKI67,pCDC25A,0.93966482,19.19210122
MKI67,pBRAF,0.880529622,17.86915425
CDKN1A,pEIF4EBP1,0.9770126,19.82733973
CDKN1A,pCDC25A,0.770137328,15.61592755
CDKN1A,pBRAF,0.948737952,19.11331348
CDKN1B,pEIF4EBP1,0.77437553,15.79328748
CDKN1B,pCDC25A,0.944479026,19.24643836
pEIF4EBP1,pADD1,0.980344201,19.67407007
pEIF4EBP1,pPRKAA1,0.983962783,19.92561703
pEIF4EBP1,pPRKAB1,0.956659877,19.19876042
pEIF4EBP1,pCDC25A,0.789995446,16.09186209
pEIF4EBP1,pBAD,0.993808406,20.21673729
pEIF4EBP1,pBAD,0.989636537,20.11318062
pEIF4EBP1,pBRAF,0.927097931,18.76334483
pEIF4EBP1,pCREB1,0.962972263,19.5712611
pEIF4EBP1,pEGFR,0.940992701,19.2810694
pEIF4EBP1,pERBB3,0.978831875,19.77443205
pEIF4EBP1,pMAPK3,0.958476751,19.69253205
pEIF4EBP1,pGSK3A,0.974869827,19.83147562
pEIF4EBP1,pH3F3A,0.802080634,16.47927149
pEIF4EBP1,pMTOR,0.948925403,19.3208701
pEIF4EBP1,pNFKB1,0.976121983,19.60596297
pEIF4EBP1,pMAPK14,0.938511673,19.23023281
pEIF4EBP1,pRPS6KB1,0.985153059,20.02205929
pEIF4EBP1,pRPS6KA1,0.869271713,17.48779199
pEIF4EBP1,pPKIA,0.908423675,18.31559707
pEIF4EBP1,pAKT1S1,0.992677148,20.26148939
pEIF4EBP1,pPTEN,0.965863482,19.47369588
pEIF4EBP1,pASAP2,0.980695429,20.06103014
pEIF4EBP1,pRET,0.996575042,19.99979924
pEIF4EBP1,pRPS6KA3,0.976576574,19.68969276
pEIF4EBP1,pRPS6,0.718989997,14.70244265
pEIF4EBP1,pMAPK8,0.986187604,19.91024711
pEIF4EBP1,pSMAD1,0.989896953,20.33808066
pEIF4EBP1,pSRC,0.990943584,20.2261057
pEIF4EBP1,pSTAT3,0.841615746,17.06178406
pEIF4EBP1,pSTAT5A,0.950019073,19.24896129
pEIF4EBP1,pTSC2,0.722882523,14.85209446
pADD1,pBRAF,0.891662136,17.76256201
pPRKAA1,pCDC25A,0.720800059,14.58419509
pPRKAA1,pBRAF,0.856399284,17.21583092
pPRKAA1,pFADD,0.978204966,16.09302508
pCDC25A,pBAD,0.774295652,15.73806833
pCDC25A,pBAD,0.756415189,15.36035099
pCDC25A,pCREB1,0.819549556,16.64240621
pCDC25A,pEGFR,0.795262248,16.28148647
pCDC25A,pH3F3A,0.904787009,18.57402962
pCDC25A,pMTOR,0.738685635,15.02764022
pCDC25A,pRPS6KB1,0.739860838,15.02418556
pCDC25A,pPKIA,0.883591182,17.79987497
pCDC25A,pAKT1S1,0.847378999,17.28138161
pCDC25A,pRET,0.831570699,16.67423969
pCDC25A,pRPS6,0.748167429,15.28634072
pCDC25A,pSGK1,0.882876327,17.65397954
pCDC25A,pSMAD1,0.738619952,15.16284909
pCDC25A,pSRC,0.71644721,14.61116884
pCDC25A,pSTAT3,0.800751212,16.21971208
pCDC25A,pSTAT5A,0.795519903,16.10500162
pBAD,pBRAF,0.890237807,17.978254
pBRAF,pCREB1,0.802904311,16.1994006
pBRAF,pEGFR,0.783393861,15.9360607
pBRAF,pMAPK3,0.908125327,18.52380671
pBRAF,pFADD,0.742897162,14.85787842
pBRAF,pGSK3A,0.960405014,19.39527299
pBRAF,pMTOR,0.949809639,19.19849043
pBRAF,pNFKB1,0.8755554,17.45661768
pBRAF,pMAPK14,0.915405185,18.62147933
pBRAF,pRPS6KB1,0.969976284,19.57024538
