Node1,Node2,Correlation,Score
BAX,pEIF4EBP1,0.939686071,11.09742335
BAX,pCREB1,0.941930132,14.00822155
BCL2L11,pCREB1,0.837258621,12.80637059
CASP6,pCREB1,0.817048181,11.12963344
CASP9,pEIF4EBP1,0.919017972,9.355316364
CASP9,pCREB1,0.981960171,13.69397792
CASP9,pMAPK14,0.616476709,8.732358658
EGFR,pCREB1,0.827010499,11.44717774
EGFR,pMAPK8,0.910849244,8.765726687
ERBB4,pCREB1,0.775668593,10.63313765
ERBB4,pMAPK8,0.870115915,8.992466138
HMOX1,pEIF4EBP1,0.966862959,13.13812261
HMOX1,pCREB1,0.866147684,11.96728046
HMOX1,pSRC,0.911966853,11.49569115
MKI67,pEIF4EBP1,0.860604817,8.965776642
MKI67,pCREB1,0.973722735,13.40926091
CDKN1A,pCDC25A,0.765825835,9.535874139
CDKN1B,pCREB1,0.861613399,12.39778449
pEIF4EBP1,pCREB1,0.881522417,16.50363847
pEIF4EBP1,pRPS6KB1,0.844296418,9.175223544
pEIF4EBP1,pACACA,0.940908935,12.40406317
pEIF4EBP1,pPRKAA1,0.982802132,10.50792619
pEIF4EBP1,pBAD,0.966604575,9.854011118
pEIF4EBP1,pBAD,0.821626258,9.512385682
pEIF4EBP1,pCREB1,0.944707971,18.65180865
pEIF4EBP1,pMTOR,0.994704265,9.290080432
pEIF4EBP1,pRPS6KB1,0.841448358,12.62892684
pEIF4EBP1,pRPS6KA3,0.986693489,9.495160166
pEIF4EBP1,pMAPK8,0.705562027,8.567913682
pEIF4EBP1,pSTAT5A,0.918795229,9.135953346
pACACA,pCREB1,0.989231636,13.93843087
pACACA,pERBB3,0.991224751,8.588528277
pADD1,pCDC25A,-0.596585319,10.2688147
pADD1,pMAPK3,-0.741080841,8.870097738
pADD1,pSMAD1,0.910051053,9.781339535
pCDC25A,pBAD,0.634478373,11.27803922
pCDC25A,pMAPK3,0.859037461,10.05930929
pCDC25A,pGSK3A,0.716685022,8.662335059
pCDC25A,pIGF1R,-0.822875809,11.18222618
pCDC25A,pRPS6KB1,0.619521739,9.984138363
pCDC25A,pSTAT3,0.691066566,8.916386024
pCDC25A,pTSC2,0.863045207,9.75039854
pBAD,pCREB1,0.986929003,17.72295605
pBAD,pMAPK8,0.744772497,9.797005124
pBAD,pCREB1,0.917383041,12.76670047
pBAD,pMAPK8,0.47804797,8.665248678
pBRAF,pCREB1,0.919154877,18.10632416
pBRAF,pRPS6KB1,0.790195927,11.41934077
pRAF1,pCREB1,0.641349945,11.25995635
pCREB1,pERBB3,0.98032302,16.85645682
pCREB1,pFADD,0.732408453,10.37276451
pCREB1,pFOXO3,-0.853725344,11.85707934
pCREB1,pH3F3A,0.948688225,13.18745211
pCREB1,pMTOR,0.932953763,12.75787387
pCREB1,pMAPK14,0.540756184,9.706695153
pCREB1,pRPS6KB1,0.945029928,12.88763754
pCREB1,pPRKCA,0.932320516,13.15860079
pCREB1,pPTEN,0.731989775,9.969968092
pCREB1,pASAP2,0.777303745,11.18639711
pCREB1,pRPS6KA3,0.956107777,16.90799219
pCREB1,pRPS6,0.949625207,13.45717004
pCREB1,pSMAD1,0.699510899,12.58525164
pCREB1,pSRC,0.872378181,16.09108096
pCREB1,pSTAT3,0.880716847,13.04589055
pCREB1,pSTAT5A,0.987967857,19.48445078
pCREB1,pTSC2,0.786981419,10.91007634
pCREB1,pKDR,0.774495219,10.68383653
pCREB1,SOX2,0.953227896,14.1011721
pCREB1,BIRC5,0.603671319,11.22410854
pERBB3,pRPS6KB1,0.98458528,10.18064918
pMAPK14,pMAPK8,0.979096272,9.763290846
