Node1,Node2,Correlation,Score
BAX,pBAD,-0.977595322,16.29824967
BCL2L11,MKI67,0.792713927,16.25917431
BCL2L11,pMTOR,0.912821349,17.73622441
BCL2L11,pAKT1S1,-0.862472437,17.66367899
CASP6,pASAP2,0.82619878,16.75860584
CASP6,pKDR,0.925808735,18.69914026
CASP7,pBAD,-0.962374521,19.4676313
CASP9,CCND1,-0.886558399,18.35593659
CASP9,pEIF4EBP1,-0.886555223,18.21485719
CASP9,pCDC25A,-0.85124597,17.47490592
CCND1,pEIF4EBP1,0.844400421,17.34875921
CCND1,pCDC25A,0.844631783,17.33912578
CCND1,pBAD,0.915526688,17.06337173
CCND1,pMAPK14,-0.941392072,19.43898844
CCND1,pPRKCA,-0.834237506,17.27264755
ERBB4,MKI67,0.977418798,19.98793844
ERBB4,pFADD,0.915080594,18.44435247
ERBB4,pMTOR,0.939744169,17.47069972
ERBB4,pRPS6,0.895765486,18.32468968
HMOX1,pMTOR,-0.797189048,16.32427511
HMOX1,pAKT1S1,0.916090123,18.80500461
MKI67,CDKN1A,-0.827046786,16.82931955
MKI67,pBRAF,0.865560687,17.56538002
MKI67,pRAF1,0.844422477,17.1649994
MKI67,pFADD,0.97785505,19.75517829
MKI67,pMTOR,0.926571202,18.91654211
MKI67,pRPS6KB1,0.937003486,19.09487012
MKI67,pRPS6,0.88653292,18.17711019
MKI67,pSRC,0.8404521,17.20052834
CDKN1B,pAKT1S1,-0.855590788,17.47050366
pEIF4EBP1,pBAD,0.980989212,19.93743407
pEIF4EBP1,pFOXO3,-0.905563521,18.60539511
pEIF4EBP1,pGSK3A,-0.924393167,18.80464454
pEIF4EBP1,pPRKCA,-0.950358632,19.52573999
pEIF4EBP1,pAKT1S1,-0.78686917,16.06075185
pEIF4EBP1,pTSC2,-0.896277321,18.41460406
pEIF4EBP1,pTSC2,-0.976631582,16.61987995
pADD1,pAKT1S1,0.876490484,17.61122904
pPRKAA1,pAKT1S1,0.969264422,19.65158033
pCDC25A,pMAPK14,-0.946942074,18.43990121
pBRAF,pFADD,0.820516861,16.41026564
pBRAF,pMTOR,0.982794069,19.86520431
pKIT,pASAP2,0.847315191,17.03243125
pRAF1,pFADD,0.916336837,18.35768236
pCREB1,pASAP2,0.862288685,17.58476707
pCREB1,pSTAT5A,0.891335017,18.00395737
pEGFR,pERBB3,0.943644751,16.48241972
pEGFR,pASAP2,0.877122846,18.03317517
pEGFR,pSTAT5A,0.840022138,17.10721743
pEGFR,pKDR,0.930860789,19.05760948
pERBB3,pASAP2,0.916144169,18.57152356
pERBB3,pSTAT5A,0.839427371,16.85329523
pERBB3,pKDR,0.977871966,18.7605115
pFADD,pRPS6,0.813861304,16.44802487
pFADD,pSRC,0.817691019,16.49452351
pFOXO1,pASAP2,0.882723075,17.60506395
pFOXO3,pH3F3A,0.891392115,16.51626669
pFOXO3,pAKT1S1,0.893101375,18.37110754
pGSK3A,pAKT1S1,0.792751797,16.14601575
pH3F3A,pAKT1S1,0.989684519,20.35782415
pIGF1R,pASAP2,0.910741773,18.30741003
pJAK1,pAKT1S1,0.817136606,16.3567638
pMTOR,pRPS6KB1,0.973940843,19.76904963
pMTOR,pSGK1,0.81489414,16.28745911
pRPS6KB1,pRPS6,0.801686496,16.34314366
pPKIA,pAKT1S1,-0.946544106,19.10723668
pAKT1S1,pPTEN,-0.802050821,16.19044983
pASAP2,pSKAP2,0.932111878,18.8308202
pASAP2,pSTAT3,0.881754908,17.93664035
pASAP2,pKDR,0.895672583,18.30655305
pRPS6,pSRC,0.797051465,16.31811731
pSRC,BIRC5,-0.837822816,16.88828813
pSTAT3,pKDR,0.991408082,17.19280654
