Node1,Node2,Correlation,Score
BCL2L11,pCREB1,0.84098367,8.640124286
BCL2L11,pRPS6KB1,0.808258464,14.94473305
CASP6,pMAPK14,0.893312502,6.109561575
CASP7,pRPS6KB1,-0.776147013,9.941167203
CASP9,pRPS6KB1,-0.703239898,9.387033938
EGFR,pCDC25A,-0.755424415,6.400515169
EGFR,pRPS6KB1,-0.649035546,8.402478234
ERBB4,pRPS6KB1,-0.63987528,8.437297829
MKI67,pRPS6KB1,0.648121387,8.958590744
CDKN1A,pMAPK8,-0.586907414,6.787359936
CDKN1B,pCREB1,0.949646239,6.459071918
CDKN1B,pAKT1S1,0.955360165,7.439222381
pEIF4EBP1,pMAPK8,-0.599770831,6.238116566
pACACA,pRPS6KB1,0.513528411,6.686583332
pADD1,pCDC25A,-0.792927153,7.281297961
pADD1,pRPS6KB1,-0.755672775,10.74482386
pPRKAA1,pRPS6KB1,-0.564362696,10.4342851
pPRKAA1,SOX2,0.783156816,6.257068725
pPRKAB1,pBAD,0.995009371,7.209344092
pPRKAB1,pRPS6KB1,-0.451427475,6.218020721
pCDC25A,pMAPK3,0.809217447,7.500745531
pCDC25A,pFOXO3,-0.787667889,6.677441638
pCDC25A,pGSK3A,0.723406064,6.747795608
pCDC25A,pIGF1R,-0.754013929,6.735628833
pCDC25A,pNFKB1,-0.729499897,8.077322139
pCDC25A,pMAPK14,-0.784184587,8.583734366
pCDC25A,pRPS6KB1,0.673433335,13.00182406
pCDC25A,pPKIA,0.874175709,7.089085647
pCDC25A,pSTAT3,0.898915479,7.478216476
pCDC25A,pTSC2,0.767759334,6.512678995
pBAD,pRPS6KB1,-0.416777152,8.452199027
pBAD,pRPS6KB1,0.933210773,18.90779728
pBRAF,pRPS6KB1,-0.526870157,7.528611158
pBRAF,pAKT1S1,-0.64198601,6.22993069
pBRAF,pMAPK8,0.692887348,9.832057474
pRAF1,pCREB1,-0.948855721,6.203868633
pRAF1,pRPS6KB1,-0.612423724,7.782528449
pRAF1,pAKT1S1,-0.960080412,7.059145266
pCREB1,pRPS6KB1,0.545849236,6.942070878
pCREB1,pAKT1S1,0.858930186,8.78612651
pCREB1,pSTAT5A,0.916118173,13.02803009
pCREB1,BIRC5,0.939966284,9.914197633
pEGFR,pMAPK8,-0.875072321,6.913911744
pERBB3,pRPS6KB1,0.510550729,10.2821247
pMAPK3,pGSK3A,0.985879866,6.305048139
pMAPK3,pRPS6KB1,0.783460583,12.79749131
pMAPK3,pRPS6KA1,-0.963029342,6.149568114
pH3F3A,pMAPK14,0.905897634,6.961802315
pMTOR,pRPS6KB1,-0.680202647,9.479765664
pMAPK14,pRPS6KB1,-0.45209565,7.649838691
pMAPK14,pTSC2,-0.880689611,7.064979251
pRPS6KB1,pRPS6KA1,-0.694737852,12.46430359
pRPS6KB1,pPKIA,0.696493987,10.30927144
pRPS6KB1,pPRKCA,0.509301187,6.599431745
pRPS6KB1,pAKT1S1,0.767265429,14.61420818
pRPS6KB1,pSMAD1,-0.777677321,12.40473219
pRPS6KB1,pSKAP2,-0.524726388,6.580980153
pRPS6KB1,pSRC,-0.636470983,11.28805546
pRPS6KB1,pSTAT3,0.726395935,10.51890818
pRPS6KB1,pSTAT5A,0.582988507,10.35825012
pRPS6KB1,pKDR,-0.576556411,7.462509867
pMAPK8,pTSC2,-0.772492344,6.188340054
