Node1,Node2,Correlation,Score
BCL2L11,pGSK3A,0.984655967,20.09881478
BCL2L11,pMTOR,0.98655454,20.15542339
CASP9,pPRKCA,0.981025187,20.31184426
EGFR,ERBB4,0.977825837,20.08082514
EGFR,pFOXO3,0.972568339,20.11950521
EGFR,pTSC2,0.993777503,20.55825884
ERBB4,pFOXO3,0.991177445,20.37258876
ERBB4,pPRKCA,0.977223726,20.08578504
ERBB4,pTSC2,0.99380376,20.42656984
MKI67,pBAD,0.986176355,20.1155713
MKI67,pMTOR,0.984931934,20.10801367
CDKN1B,pEIF4EBP1,0.99276768,20.24736677
pFOXO3,pH3F3A,0.975752123,20.20266698
pFOXO3,pPRKCA,0.972598916,20.13738074
pFOXO3,pTSC2,0.985308196,20.40052271
pGSK3A,pMTOR,0.985544195,20.0231868
pMAPK14,pPRKCA,0.974196302,20.11636938
