Node1,Node2,Correlation,Score
CASP9,pEGFR,0.98637869,20.33417783
CASP9,pH3F3A,0.970252173,20.08879209
CASP9,pMAPK14,0.983848967,20.29581205
CASP9,pSTAT3,0.984286283,20.04118091
EGFR,pFOXO3,0.961165112,19.85974727
EGFR,pPRKCA,0.96529145,19.94500633
EGFR,pTSC2,0.962941993,19.89646147
pEGFR,pH3F3A,0.960640428,19.80358404
pEGFR,pMAPK14,0.971986349,19.96388048
pEGFR,pSTAT3,0.98346424,19.93619554
pFOXO3,pH3F3A,0.995344997,20.60833179
pFOXO3,pPRKCA,0.999822372,20.70103457
pFOXO3,pSTAT3,0.979821518,19.95027326
pFOXO3,pTSC2,0.996618526,20.63469984
pH3F3A,pMAPK14,0.963771129,19.88162651
pH3F3A,pPRKCA,0.994955562,20.60026867
pH3F3A,pSTAT3,0.993957541,20.23809866
pH3F3A,pTSC2,0.986892828,20.43333208
pMAPK14,pMAPK8,-0.981589214,19.84412983
pMAPK14,pSTAT3,0.981464895,19.90941705
pMAPK14,SOX2,0.967890817,19.96661152
pPRKCA,pSTAT3,0.97976984,19.94922103
pPRKCA,pTSC2,0.995903044,20.619886
