Node1,Node2,Correlation,Score
BAX,CCND1,0.864892263,17.8817166
BAX,MKI67,0.800687356,11.17634002
BAX,CDKN1A,0.583697256,11.32192473
CASP6,CCND1,-0.627159745,12.74951256
CASP7,CCND1,-0.578440112,11.78868121
CASP9,CDKN1A,0.685372885,13.3104319
CCND1,ERBB3,0.492575678,9.878245835
CCND1,ERBB4,0.453089183,9.294679462
CCND1,MKI67,0.816286873,16.77976867
CCND1,CDKN1A,0.61196507,12.49319719
CCND1,CDKN1B,0.885930424,18.16605892
CCND1,pEIF4EBP1,0.942664313,19.17599365
CCND1,pACACA,-0.570553087,11.68323497
CCND1,pADD1,-0.465670098,9.38140878
CCND1,pPRKAA1,-0.754130479,15.35055244
CCND1,pPRKAB1,-0.484686623,9.77430878
CCND1,pBRAF,0.915099256,18.61525603
CCND1,pKIT,0.644575483,12.97198586
CCND1,pEGFR,-0.524573868,10.81102223
CCND1,pERBB2,-0.537968402,10.84880216
CCND1,pERBB3,0.565286242,11.45890583
CCND1,pMAPK3,-0.559612385,11.58335115
CCND1,pPTK2,0.847590876,17.09272456
CCND1,pFOXO1,-0.517536464,10.36519002
CCND1,pIGF1R,0.760512747,15.2882646
CCND1,pSTK11,0.629837863,12.5356647
CCND1,pMAP2K1,0.458135253,9.229611495
CCND1,pMTOR,0.440277638,9.006887303
CCND1,pNFKB1,-0.497280874,10.01824077
CCND1,pMAPK14,-0.85603405,17.65412892
CCND1,pRPS6KB1,0.711130702,14.5405398
CCND1,pPKIA,0.75480832,15.26355382
CCND1,pPTEN,0.779405717,15.76095653
CCND1,pASAP2,-0.801125871,16.48076905
CCND1,pRET,-0.967028284,19.48179125
CCND1,pMAPK8,-0.627293862,12.72542096
CCND1,pSGK1,0.732673753,14.71142515
CCND1,pSHC1,-0.871736546,17.35017485
CCND1,pSMAD1,0.528798346,10.93932771
CCND1,pSKAP2,-0.581554089,11.7794858
CCND1,pSTAT5A,-0.437390593,8.914074522
CCND1,pTSC2,-0.903694252,18.70546136
CCND1,pVAV3,0.793127758,15.78562393
CCND1,pKDR,-0.776907587,15.89342378
CCND1,SOX2,-0.689904678,14.28025605
EGFR,CDKN1A,0.482161586,9.34340595
EGFR,pAKT1S1,-0.8336926,9.068136296
ERBB4,pAKT1S1,-0.937018998,12.35467057
MKI67,CDKN1B,0.952502051,8.998305405
MKI67,pMAPK14,-0.975211719,9.138151694
MKI67,pRPS6KB1,0.915643169,9.454946847
MKI67,pPTEN,0.937908036,9.012145862
MKI67,pSGK1,0.865638103,12.04704589
CDKN1A,pEIF4EBP1,0.481685672,9.664622393
CDKN1A,pCDC25A,0.550827881,11.11522348
CDKN1A,pRAF1,0.643243789,12.30231918
CDKN1A,pCREB1,0.521061173,10.5197598
CDKN1A,pPTK2,0.575540884,10.87086056
CDKN1A,pRPS6KA1,0.798558658,15.91197251
CDKN1A,pPRKCA,0.466963459,9.068764551
CDKN1A,pSRC,0.454269959,9.192538955
CDKN1A,pTSC2,-0.572176058,11.11206852
CDKN1A,SOX2,-0.797013722,15.47857685
pEIF4EBP1,pAKT1S1,0.811295388,10.2001591
pPRKAB1,pBAD,0.940949474,9.0921599
pBAD,pCREB1,0.985714347,11.23887643
pMAP2K1,pAKT1S1,-0.859297767,10.23396352
pNFKB1,pAKT1S1,0.899584595,10.92623757
pAKT1S1,pRPS6KA3,0.969996202,10.4556964
pAKT1S1,pSMAD1,-0.742146674,9.421176545
